sentence id,text,sentiment,topic
93794,"I've seen ""Night of the Living Dead"" a couple of times by now and I believe that this movie, historically important as it - undoubtedly - is, doesn't hold up very well. Two major reasons:1) It's technically dated. While the b/w cinematography is excellent and the zombies look quite convincing, the ""nervous"" editing style often looks clumsy and inept.2) There are some huge lulls. All those radio and TV bulletins, which are supposed to be ""enlightening"" and explain what's going on, actually interrupt the action boringly. Watching the heroes watching TV for about 10 minutes isn't that interesting.There are some chilling moments in this film, and the pessimistic finale is ironic and brilliant, but the film as a whole just isn't as effective as it (probably) was during its first release. Another person here mentioned that it's also kind of a homage to ""The Birds"". I agree, but even with a higher budget, this film would still be far inferior to that amazing Hitchcock classic.",neutral,movie
93795,"Just because the movie is good looking and directed by one of the best movie directors of all time doesn't automatically mean that the movie itself is good as well. ""Empire of the Sun"" has a slow story that isn't always told from the right perspective.Really the biggest problem of the movie is the perspective it is told from. The entire movie is told through the eyes of a child played by a young Christian Bale. Sure, Christian Bale is a great actor and he now is Batman and all, so people will only love him more in this movie now but that doesn't all mean that Christian Bale as a kid was good and strong enough to carry an entire movie on his own. And this movie is really about Christian Bale's character alone. There is nothing wrong with telling a story through the eyes of a child and it can work really powerful but a movie like that also needs a good supporting adult cast to give the movie more credibility and give the movie some more characters to relate with. The movie does has a great supporting cast (John Malkovich, Miranda Richardson, Joe Pantoliano and a young and 'serious' Ben Stiller in an early role.) but none of these actors are used consistent enough in the movie, with as a result that Christian Bale has to carry the entire movie on its own.Visually the movie is really spectacular to look at. The cinematography by Allen Daviau is magnificent and there are some well directed and good looking sequences in the movie. Also lets please not forget the brilliant musical score by John Williams that makes some of the sequences work extremely well and gives the movie some extra boost and power.The movie is not always correctly paced and there are some death moments in the movie were nothing really interesting ever happens. The movie does concentrate well on the emotions and feelings of especially the young boy Jim/Jamie but that doesn't always make the movie interesting to watch. It has never really been a movie that I particularly enjoyed watching, because of the at times low pace and narrow minded and very one-person sided perspective the movie is told from.In its emotions and dramatic moments, the movie really goes over-the-top at times. The movie can be seen as an over-dramatized one that doesn't always is believable in its story. There is some typical and predictable Spielberg sentimental stuff in the movie. The over-the-top level of this movie does provide the movie with some wonderful and unforgettable sequences but at the same time its a killer for the story and the movie its credibility.Yes the movie is perfectly watchable and its beautiful looking and all but the story and perspective makes this not really a movie that I like to watch. One of Spielberg's lesser movies. I'm sure that the book is great though! But the story doesn't really work in a movie.6/10http://bobafett1138.blogspot.com/",neutral,movie
93815,Bit disappointing to be honest. I am a great fan of black mirror but this one just didn't do it for us like the others. Hope to see more episodes coming soon.,neutral,movie
93849,"Tonight there was a free preview screening at the Jerusalem Cinematheque, as a part of a children's foundation benefit. I think I'm the first to vote and comment on it, and I honestly wish I could give this film any more but six.Unfortunately, and despite the big production, the film is full of clichés and stereotypes, I was wondering how actors could get through this dialog with a straight face. True, a few cross-cultural references, such as ""Run, August, run"" make you laugh, but mostly I found myself laughing at how predictable - and unrealistic! - some scenes were.Knowing a thing or two about music myself, I can say that if this is what they want you to believe about what a musical prodigy, who never read notes or picked an instrument, can achieve in one day, then the authors' notions about love and relationships are as believable, or worse.Not recommended to any Robin Williams fans out there either. He plays a mean Fagin-like bastard of a character, which is probably a stretch any actor would love, but not such a great pleasure to watch, especially given his earlier filmography. Jonathan Rhys Meyers is b-e-a-utiful though, a cross between young Malcolm McDowell and, say, Johnny Depp. His upper lip alone is worth enduring most of the movie's clichéd messages :) Yes, and I loved the gospel band (do Harlem churches have real organs though? I don't think so).",neutral,movie
93897,"Paddington (the film) is a kids' adventure movie -- think Indiana Jones with fur. That doesn't make it a bad movie; in some ways it's very good indeed. The bear animation is staggeringly convincing, in fact. The story is witty and good-natured, and there are many funny moments.The problem for me is that it's just not Paddington. The Paddington stories that were such a feature of my childhood, and which I read to my own children, were more than just good -- they were inspired. Paddington never does very much in the books -- he certainly doesn't run around being shot at or scaling tall buildings. He just exists to throw the latent humour in everyday situations into sharp relief. The Paddington books were that rarest of literary achievements -- stories for children that were capable of amusing and entertaining their parents as well.I rather suspect that the original Paddington would be difficult to portray in a movie, because the humour is just too understated. To be fair this movie captures at least some of the original charm and colour of the stories; but it loses the subtlety.Sadly, I probably would have given Paddington a higher score if it had not been called Paddington; if, in fact, it had been about a different bear altogether. Or a gopher, or an ocelot, or a moose. Not a dog -- there are altogether too many talking-dog movies. Unfortunately, the literary Paddington has big shoes (or wellington boots), which the movie representation does not really fill.",neutral,movie
94043,"Let's get things straight: this is by no means a bad musical. There are some wonderful numbers- ""Make Em' Laugh"", ""Good Morning"", that one where the gal with the long leg dangles a hat in front of Gene Kelly- but the film itself is disappointing. I've always found Gene Kelly too arrogant and annoying to want to watch him as a romantic lead, a bit too uptight to be comic and his dancing's better in An American in Paris. Debbie Reynolds is cute but not earth-shattering. Donald O'Connor is fabulous- he's the reason to watch this film. His talent, particularly for comedy, exceeds Kelly's talents. He's definitely underrated.I was told that the whole spoofing of the advent of the talkies was hilarious. It's mildly amusing at best. The characters didn't really grab me either. It's a total myth that the story of a musical can get away with being complete fluff. Even if the story's a bit of a stretch (or a lot if it's Brigadoon), it should at least be entertaining. This film really ought to have simply been a revue.I think that nostalgia and hype may have clouded the judgement of quite a few viewers.",neutral,movie
94124,"I've been watching anime since I was a kid, so I've seen plenty of different genres, and different stories. To have people put this on a 9+ rating is extremely overestimated. If I was to say why there is so much hype about One Punch Man simply it's the animation and the music that goes along with the fight scenes. As purely an action anime I would definitely recommend it, however the story is rather mediocre.Just a basic summary is you have an over powered hero who pretty much finishes every enemy with one punch, as the title says. I figured it would be pretty boring, but it was rather enjoyable at first, but eventually it lost its charm quickly. The fight scenes were still gorgeously animated but you already knew who was going to win the fight. It just adds such irrelevance to all the other characters, who lack character development pretty much completely.A lot of the anime lately has been trashy, and although this was one of the better ones of the year, it by no means deserves all the praise it's garnering, which is mostly likely due to the appeal it also has to the western audiences. To have this rated higher than shows like Fullmetal Alchemist Brotherhood, Cowboy Bebop, Samurai Champloo, as well as other anime's that exceed in several areas that this anime has completely fell flat on just doesn't make sense. Honestly don't get caught up in all the buzz, if you just want to watch an action show with a bland plot, by all means, it's at least worth watching if you have the time, but there are a lot of better shows out there.",neutral,movie
94149,"This ""classic"" movie, starring Clark Gable, and Claudette Colbert and directed by Frank Capra, doesn't REALLY stand up the test of time very well. Although it was the first movie to sweep the Academy awards, taking home Actor, Actress, Director and Picture, when seen today, it's almost nothing more then a light 30's comedy surely to be put on the lower tier of Academy Award best picture winners. Oh sure, the Gable and Colbert team are great, chemistry going right and left, and maybe they earned their Oscars. But best picture? To be honest with you, the only reason it became so massively popular, is because this was what the USA needed during the years of the Great Depression, a riotous comedy that people could escape to forget their troubles. Much like the ridiculous 'Yankee Doodle Dandy', this was the right picture at the right time, (and uh, the right influential director) to take home the big prize. Did I like it? Sure, but this is a movie that's far too praised for what it's worth.",neutral,movie
94206,"I think Tom Hiddleston good as Jonathan Pine, but have found the series, up to now, overblown in contrast to the restrained adaptations of John LeCarre's works. They belong to a different time & possess faults of their own: 'Tinker Tailor...' was excellent, rooted in character & gripping whereas I felt 'Smiley's People' dragged on (recently shown on BBC4).This is a modern take on Le Carre, the basic tenets of the story are gripping (corruption/an arms dealer & inter-departmental counter plots at secret service level), but the romance elements are melodramatic & it all has the feel of a sub-par James Bond. This is a shame as it deals with an interesting subject & is probably based in truth & reality. How do corrupt regimes acquire weapons? Surely via some intermediary like a Roper.Is it unmissable or as the BBC loudly states about its iplayer service, 'Making the Unmissable Missable?' Well, I decided to turn over & watch the BBC4 showing of a film instead shown at the same time.Edit There seem to be an awful lot of sheep out there.Last paragraph from 'The Guardian':'How Plausible is John Le Carre's The Night Manager?'""Yet Pine, helped by Roper's girlfriend, Jed, is bringing Le Carré and Ian Fleming closer together, however much the incomparable inventor of George Smiley might not like it. No wonder Tom Hiddleston is hot favourite to be the new 007.""Exhibit 1 for the Prosecution.",neutral,movie
94241,"Netflix offers us a beautifully produced and visually pleasing historical drama. Although historically inaccurate in some parts, thus making Marco Polo a medieval fantasy of sorts, the drama, war, assassinations and political intrigue and characters are interesting enough to make this worth your time.However, the series suffers a bit from the wooden acting and stunted dialogue. The actor chosen for the role of Marco Polo is not quiet up to the task. The dialogue in some scenes feels more read from a script than spoken with conviction and emotion.After watching seven episodes, I feel it is good enough to watch the full season with some interest. Renewing the medieval genre with a Chinese focus is proving a difficult task for Netflix. But with better scripting and improved pacing of the story, Marco Polo may still prove a success. 6/10 ( acting 4/10', story 5/10, production 8/10, visual impact 8/10)",neutral,movie
94340,"Beautiful scenery, artistic photography but otherwise not interesting at all, sorry it was boring most of the rime. Some very cliche images like the baby in the scene the abortion or the mirror placed on a certain spot ... in another scene. Embarrassing",neutral,movie
94412,Season 3 so bad we turned it off after 2 episodes. Show became a soap opera and a bad one at that. No wrestling which made the show fun in 1st 2 seasons. Allot of these shows should just stop while there ahead,neutral,movie
94494,"It's too bad IMDb requires ten lines minimum for a comment. I'll have to reach to get there. Is this series over? Did the credits rolling after the third episode indicate the end? Was the absence of previews for the next episode a sign of closure? Did I miss something? Did I miss a whole bunch of somethings? Did they run out of money and have to wrap up this sloppy mess as a result. Did the leading man die and they had to make do with what they had shot? Did the writers succumb to multiple writer's block? Was all this just the teaser for the sequel? I am really mystified. I have no problem with ambiguous endings, but I object to throwing in half a dozen plot devices in the last twenty minutes and then not addressing any of them. After six hours of buildup to end like this is shameful.",neutral,movie
94597,"Jon and Ygritte are the highlight of the episode, keep your eyes on them! There's also a piece of history that is revealed from their dialog that adds weight to their mission. I even liked the scene between Robb and Jeyne. The love scenes in this season as a whole are done particularly well actually. This is probably to compensate for dulling our senses with all the gratuitous yet equally unnecessary sex/extreme violence scenes that are all over the place in this show. Unfortunately these are present in this episode as well, but at least they don't go the full way (which I was afraid they would at one point, unsurprisingly involving Theon).The evolution of Brienne and Jaime are a delight to watch... at least they were in the beginning, but by the end of it I felt some writers forgot about these characters entirely and had to come up with lines for them just before the actors went on cameras. There is also a near escape sequence that was done particularly poorly, bearing witness to the show's budget constraints and human retardation. 'How could a man with only 1 hand climb that?' - I found myself asking. 'Damn with the limitations of human nature and physics!' - said every Hollywood director that ever lived, ever!!Bronn's character - damn, that guy likes reminding us that he's a good actor. The banter between him and Tyrion is fun, as usual, while the little man has some tough decisions ahead of him, judging from what they set up for him this far. Let's hope those end up being executed well.Sansa is still hanging around with Margaery; I guess some things never change. Bran, Hodor, the Reed brothers and that wild-ling lady (I always forget her name) are still heading North, but suffice to say is they're probably not going to meet any familiar faces anytime soon. Arya is still mad on the Brotherhood. Melisandre is still weird as... the night sky would be with two moons? No complaints there. Sam and his new friend with the baby are completely absent in this episode bo-hoo.Daenarys is fierce as ever and those dragon, ho-boy. They know how to portray their dragons in this show! She's kind of reached a halt, at this grand-city called Yunkai, that was build on the back of many, many slaves and well... she's a bit unhappy about that. I'm curious to see just how much she gets held back by this new challenge :DSadly there was no scene featuring Cersei, either. So where do we get our dose of barely contained rage, by a thin shell of cynicism you wonder? Look no further than Tywin's scene with Joffrey. It's always nice to see two badass blondes - each in their own way - duke it out for the best.So, what is my final take on this episode: sub-par. I was left at the end with a taste of bitter bile in my mouth and that wasn't due to the coffee I had while watching it. You see, even though I praised individual scenes, the sum of its parts is not greater than the whole, surprisingly. The motivation behind the characters seem a bit shallow, probably because they are so many at this point and so far apart from each other... It's like all the major characters' strengths rely on one- another, but as soon as they have an individual scene to perform, they act bewildered. And you know which are the main characters of the show I'm talking about: they are all the surviving ones, from the 1st season with few additions. Also, it's like they are not given enough care from the directors and the producers involved, like their personal journey and evolution does not matter, unless it involves another sex/extreme violence scene. Well, I CARE about these characters' evolution arcs and I WANT to see them being well-portrayed damit!The set-pieces are great - GoT crew! - and the amount of detail are charming to the eye, but... look, if this show wasn't sourcing Martin's masterpiece material, I would not be watching this. The 1st season was great and I can find absolutely no criticism: it was raw and powerful. With the 2nd and 3rd season, I feel like I am forced to watch the limitations of the productions's team, botching big action scenes and generally showcasing an unfocused view of their product. If you want to sell this to me AGAIN then you will have to figure out a direction for the story and not just do stuff 'because George Martin said so'. Books don't work the same as stories meant for the screens. Where's your sense of independence that season 1 thrived on and drove the show to success?*Sigh* I miss the good old days... does that make me old?",neutral,movie
94727,It's quite interesting how the series is narrated with old songs and chapters name . All the star cast done a brilliant job. Specially the punchlines make all part more interesting . It's all about how teenager now days got aafected by love in their teenager life . It's show the bonding between three freiend and how their life got aafected when one of therir friend fall in love . The story teller know very well how to hold audiance and tell the story very brilliant way . Bagroud score is very good .,neutral,movie
94802,"I was anxiously awaiting the airing of yet another documentary from Ken Burns. But, having viewed the first two episodes of ""The War,"" I regretfully must say I'm disappointed. In particular, I really dislike its application of its musical score. Hey, I *like* Benny Goodman! But must his music virtually drown out the speaking voices? Musical score should enhance, not drown out, the narration or other dramatic text. Also, I find many of the musical choices to be incongruous with the on-screen action. My wife got up and walked out of the TV room at one point, completely annoyed with the overbearing, shrill score that distracted, rather than enhanced, the experience. ""Whoever did the score should be shot!"" she remarked. While I think that's a bit over the top, I have to agree that the particular use of music is horribly done in this documentary. ""The Civil War,"" this isn't!",neutral,movie
94945,"Which is why I rate it a 6. The acting? Not so good. The photography? Not as good as the acting. The bright spots? Well, if you like that smooth musical sound of the 60s and 70s the title song is really pretty good. Really. The plot is functional, and having someone with a less than scientific connection and more of a psychic one as a part of the scientific investigation is a plus. Said psychic connection is Cynthia Cline, who is pretty, the kind of pretty that you would feel comfortable taking home to Mom. This is, bluntly, just another one of those so so movies. Its not all that bad, its not really all that good. Its just ... OK. But the music, that theme song, is worth something by itself.",neutral,movie
94949,"The film is just a little bit better than it's rating. The acting is not good - but I have seen much worse. I really believe that everyone did their best for not being big named actors. The story isn't all that bad either... as far as the Wolfman himself goes, he looks quite a bit like Paul Naschy's werewolf. The special effects are pretty good for a B-film of the time era. They also get extra points for creating eerie Gothic imagery. AND I love the fact they took themselves (their roles) and the film itself seriously - this is not a tongue-in-cheek horror. They were creating a werewolf film in the late 70's on a small budget - and I think they did a good job with it.This is a film you just kick back and enjoy - it's not a ""thought provoking"" film nor is it an award winning film.. it's just a film that surrounds a family curse of a Wolfman - just have fun watching the movie.BTW I wish I could find this movie in a film pack: 10, 20, 50 or 100.6.5/10",neutral,movie
95090,"at least it wasn't boring. The affects were fair to poor for a micro-budget film. The extras on the DVD were okay, but I was disappointed that there wasn't a commentary. It was short, and appropriately cheesy. It just didn't sing. Nothing sparked. Its just an average little indy horror flick. Many of Sub Rosa's other efforts are better.",neutral,movie
95272,Has far as B-movies go it is not horrible. The acting is about where you would expected it to be. Really the only thing that kept throwing me off was the sheriff's half latino daughter when both parents'were clearly caucasian.,neutral,movie
95290,"Heading out for a film-school project, a student and a group of friends arrive at a cemetery out in the wilderness to start, but when they start to go missing they realize it's due to the escaped Tasmanian devil his father created and must try to find a way to stop it from killing the rest of the crew.For the most part, this one was quite the fun creature feature. One of the better elements of this one is the enjoyable setup that manages to strand everybody together. With the activists who steal the animal and are rightfully attacked by the creature when they stop to release it and forcing the scientists to go looking for it, this one works nicely enough to get the animal loose into the world. Going alongside this is a fine storyline involving the friends working for their movie shoot which gets them out into the wilderness as well, giving this one some solid and really enjoyable main setup for the film. As well, the film scores incredibly well with action and practical effects. By using a practical rodent suit and head for the majority of the attacks, there's a fantastically cheesy charm to these scenes seeing the creature crawling over the victim ripping them to pieces in exceptionally brutal manners. The completely practical and cheesy gore here manages to allow this one plenty of short, vicious confrontations which carry out in various locations around the woods and into a frenzied battle through the beats' underground lair that packs in tons of action alongside the bounty of bloodshed on display. These here are what hold this one up while there are some flaws to be had here. The main issue is the continuous ability to shift focus away from the main story to draw in random characters simply to get more of a body-count on-screen. The film stops dealing with the characters shooting the movie or the scientists tracking the creature to focus on a random character having a graphic and brutal encounter with it, creating a wavering tempo throughout here as it zips around to something else at random intervals. That also factors into the idea of a weak storyline here by focusing on unrelated encounters for a major part of the running time. The other big flaw here is the rather cheap look throughout here that does pick up from time-to-time. The fact that the entire time the creature has a strange series of marks across the creatures' face that never moves or changes makes it look inherently fake, especially with the obvious puppet arms and suit-work for the creature making for a cheesy feel at times. However, it's the over-the-top blood-splatter that gets the most attention here because it's red-colored water erupting from a hose splashing over everything which is so far from realistic behavior that it is distracting and jarring in quite extreme measures due to the number of attacks in that matter. It's the biggest issue holding this one back.Rated R: Extreme Graphic Violence, Extreme Graphic Language, Nudity and drug use.",neutral,movie
95401,"I enjoyed this film for the most part. It was a decent surprise.Was nice to see Felissa Rose in a film with a decent budget again (although her part here was beyond limited).The visuals would be the main factor in recommending this flick. The atmosphere is moody and surreal, and the sets interesting enough to keep your attention.I guess my main problem with this film, and so many like it, is the fact that it drips with pretension. Too often filmmakers (usually on the independent scene) confuse a pretext with a story, and try to force their point of view through visuals instead of coherency. While the director's next film was more thoroughly watchable (and easier to comprehend), this picture is still a nice change of pace for folks who are tired of mainstream cinema. It looks nice, just seems a little bogged down in it's own pretension.",neutral,movie
95413,"I have to agree. The guy who plays ""David"" in this movie is one of the worse actors I have ever seen. The effects were good, the storyline was OK, but the acting really sucked for this guy. Even the killer, Chris Vale, did a better acting job than this David character and he didn't even have any dialog in the movie. Shows how bad of an actor this David character really was. I have noticed that the guy who plays David has directed a few B-movies. I think this guy should just stick to directing and leave the acting to the professionals because he totally get a thumbs down for me. The other characters in the movie did an OK job. Now, the woman who plays David's girlfriend, Shannon, her acting was OK, up to the part where she gets tied up and starts squealing like a pig. That was the annoying part of the movie. But everyone else in this movie did pretty fair as actors.",neutral,movie
95453,"Well then, here it is, the goriest film in American history. A full-blast, pitch-black, living-dead, gore-fest, which, unlike most modern exploitation, will leave gorehounds completely satisfied. Yeah, it was shot on video, I know, it looks weird. Personally, I'm cool with it, but this s.o.v. badass will force nay sayers to overlook the obvious flaws like that as well as the $30 budget. Earth-shattering gore is one thing, but was the worm-vomiting really necessary? Oh yeah, it really, really was!! Alex has a rare bone disease, and pretty much, has no chance of living, he is looked after by his hot wife, Kristen, who is slowly losing hope. Eventually, Kristen seeks the help of Alex's friend, Thomas (the director), to help find a cure. Thomas's cure, you ask? Why, bones of course, yeah, bones of the dead will now be fed to the sickly Alex. You see, Thomas works in a morgue, so stuff like that is simple for good ol' Tom. Whatever you need, as long as dead bodies are involved. What's funny is that this bone-marrow medication is actually starting to work, yay for Alex!! What's not so funny is that the dead do not appreciate people stealing their bones, and they're just about ready to rise up and kill everybody in a really gory manner, apparently because they're all sore at Thomas. Actually that's pretty funny too.We certainly have a doozy on our hands here, don't we? The truth is, if any gore film has ever even remotely given Peter Jackson's Dead Alive a run for its money, well gang, here it is. Not only that, but Bone Sickness, aside from the gore, can actually be kind of interesting, and I know, why listen to me when there's already so many other negative reviews for this? All I can say is that those people are liars, and that they're all probably jealous because none of them could ever shoot something this awesome on video, or I don't know, they probably just don't dig stuff that was shot on video. But really, Bone Sickness is at least as good as Zombie '90: Extreme Pestilence, or at least a Todd Sheets film. If gory, living-dead epics with a hopeless vibe is your cup of tea, Burial Ground is also a must see. For something else from Brian Paulin, the maniac who directed this atrocity, check out Fetus. Well done Mr. Paulin, you have created one repulsive work of art that will, sooner or later, become legendary. Keep up the good work. 9/10",neutral,movie
95510,"If you were to read my review of Killjoy, you would see that I clearly loathed that film.I heard the sequel was in production, and was extremely leery.  Charles Band has made probably some of the worst movies over the last 6 years, since Full Moon separation from Paramount, Killjoy was one of them.  So, Killjoy 2 goes into production...Okay, I'm a sucker for sequels...I'll check it out!Well, then I heard that one of my new favorite actresses, Debbie Rochon, would be staring, and after her superb role in Witchouse 3...I was willing to give it a try.  I mean, J.R. Bookwalter executive producing, Tempe Entertainment had a hand in the production, first time director,  Tammi Sutton, who has done many things or Full Moon and Tempe.  Douglas Snauffer, writer of Witchouse 2 was writing this one...I was much more comfortable going into this sequel.Okay, the opening scene...I have a feeling it was intentional that it played like a really bad episode of Cops...I can see that being dreamed up by J.R. Bookwalter...That seems to be his sense of humor (which love him or hate him for it...He is a genius Gurellia film maker).  So then we go into the ""Wild Bunch"" role call scene...We learn who all our characters are, and why they are being punished, and sent to this camp to restore a juvenile home.  The lovely Debbie Rochon...I just had to stick that in there...The lovely Debbie Rochon.  I hated the outfit she had to wear in this film--that hat!  Eck!  I under stand that was her character, though.The unusal horror movie cliches commence: Bad Ass black guys swear and make sexual jokes--all too often, The van breaks down, the cell phone doesn't work, we end up at a redneck womans home (Tammi Sutton), We have a conflict with the redneck woman...I mean the cast is all black except Lilly the redneck, Debbie Rochon, and Trent Haaga, the guy in the Killjoy costume. Soooo, we have a shot out, we stumble onto a Voodoo womans home (sporting, what looks like the same dress worn in Witchouse 2 and 3), and then Killjoy comes, killing happen, and then we have a happy ending...Regardless of all the cliches, corny and unbelieveable dialog, and silly predictable characters, The movie is much better than the first!
I really did not like the score...The music was not on key with the action, and seemed to change the mood of the film.  Trent Haaga was a much better Killjoy than Angel Vargas in the first.  However, I don't feel he was able to explore the character too much.  I loved the fact this movie was filmed mostly outdoors...there was alot of action, not the typical "" 6 kids trapped in a castle, or haunted house"" scenario that Full Moon has been good for lately.  Since Tempe has been helping produce for Full Moon, the films have been a little better!  I am hoping since Danny Draven and Darkwave films has taken over production, they will be the same...He has a good eye for directing and producing.Anyway, Killjoy 2 was far better than the first, but still not strong enough to be all that fantastic of a film.  It has strong elements, and much more going on than the first film, but it just wasn't tight enough to make it better than say, Witchouse 3 or Witchouse 2 for that matter!6.5 out of 10",neutral,movie
95562,"a screwball comedy which is mildly amusing. ""lucky"" is the catalyst & very irritating. the editing is overdone. many variations on what can go wrong. both the wives & the girlfriends are total babes. the music is OK & the editing style is overly influenced by MTV with tons of quick edits, which is distracting & very unnecessary. the film goes on way too long, even by Indian standards. the opener is rather unusual, with the 3 men, all buddies attempting suicide by 3 different methods & failing in stupid manners. they then meet their future boss who also in trying to end it all & save him. they save his bacon & he hires them which then leads to the plot complication of his 3 daughters, who have been abroad & no longer respecting traditional values",neutral,movie
95599,"I love Chiara and she is inspirational. I am a big fan of her. So proud of this woman. However, the movie was not strong enough and I didn't get any extra knowledge from her and her life by watching this movie. It showed almost what we already knew. And the translation to english was very bad. The english subtitle and the voice over were different!!! However, I support her and I loved watching her movie.",neutral,movie
95838,A girl meets a few people after moving to a new town and she teaches them about drugs and partying and things and ends up being a lot more messed up than they thought at first.I thought the movie was pretty cool. I loved the scenery and the music and there were a few times where the girl had me pretty freaked out. I thought the ending was cool too because it didn't like spell out everything or have it all end up nicely with everything solved. Also it has Ned! But he's older and hotter now.I don't know why people are hating on this so hard. We went with friends and had a good time. Isn't that what movies are all about?,neutral,movie
95897,"An alien (Michael Rennie's final film) schemes to conquer earth bringing a doctor (Karin Dor) and a surgeon (Angel del Pozo) back to life . The alien from a dying world uses his knowledge to re-animate various earth monsters . Later on , the trio goes to the ¨chamber of horrors Showside¨ containing the skeleton of count Meirhoff (Manuel De Blas who married the co-protagonist Patty Shepard , recently deceased) , Dracula-like , and he then relives . The doctor alien tries scientific experiments to bring life various monsters but results that their bad habits to emerge , including the werewolf Waldemar Daninsky (Jacinto Molina or Paul Naschy), Frankenstein's monster , the mummy Tao-Tet , and the vampire Count De Meirhoff . Meantime , a Police Inspector named Tobermann (Craig Hill) is investigating the strange deeds . While, Waldemar falls in love and the events get worse . This is a humdrum adaptation based on Universal monster movies from a story and screenplay by Paul Naschy or Jacinto Molina Alvarez . As always , Naschy repeats his classic role , here the third performance as Waldemar Daninsky, and the only one that the character was a supporting role , the fourth would be the successful ""Night of Walpurgis"" . It's a particular version from ¨House of Frankestein¨ in which a doctor tries scientific experiments to be born and cure various Universal monsters as Dracula(John Carradine) , hunchback (J.Carroll Naish) , werewolf called Larry Talbot(Lon Chaney) , monster Frankestein( Glen Strange) , among others . ¨Monstruos de terror¨ is an atmospheric , slick terror film , an amusing monsters mixture , creaky at times but it's still acceptable . Fim displays passable set design , ambitious screenplay with too many monsters and average interpretations of all casting . This is a pretty entertaining European horror movie though packs absurd situations and cheesy frames . US distributor Samuel M.Sherman chose ""The mark of the Wolfman"" for his pre-booked 'Frankenstein' title, passing on the opportunity to showcase this film, which actually features a 'Frankenstein' monster ; he also believed that this film's European distributor ripped off his Al Adamson title ""Dracula vs. Frankenstein."" Little budget film though produced by Jaime Prades who was associated to Samuel Bronston , both of them financing blockbusters as ¨El Cid¨ and ¨The fall of the Roman empire¨. ¨Monsters of terror¨ is an atmospheric as well as eerie movie that contains bemusing scenes when appear the various monsters and take place their confrontations each other in some ridiculously made scenes , including primitive special effects . The picture has numerous ""older technique"" FX such as transparency , ancient computers fulls of buttons and lights , matte paintings, blood similar to tomato , reverse-footage , excessive make-up ; all of them were made by FX expert Antonio Molina and make-up artist Ramon Ferrer . It's a slight fun with professional make-up , naive special effects , appropriate set decoration and functional art direction . You will watch it and think it is either awful , hilarious, a masterpiece, or all three . It's a simple entertainment with embarrassing images , naive special effects , campy production design and evocative setting . Although critics do not appreciate much this picture ; however has a kind of loopy , Ed Wood quality that must be endured to be totally considered . The fable is sometimes silly and laughable , though a few Naif effects and action are professionally made . Some illogical parts in the argument are more than compensated for the excitement provided by the monsters appearance though some scenes are a little bit cheesy . Thrilling and frightening musical score by Franco Salinas . Colorful cinematography by Godofredo Pacheco , but being necessary an urgent remastering and filmed on location in Casa Campo, Madrid, San Martín Valdeiglesias, Madrid, Ermita San Frutos hermitage, Sepúlveda, Segovia and Munich, Bavaria, Germany . While not a hit during its original run, the film became a limited success when reissued many years later considered to be one of the best worst terror films of cinema history . The Argentinian , nationalized Spanish writer/filmmaker Tulio Demicheli so consistently mixed the good with the mediocre that it became quite impossible to know what to expect from him next . He directed Gazpacho Western as ¨Tequila¨, ¨Arriba Sabata¨ and ¨Man and a colt ¨ . Demicheli had a long , prolific career , working from the 40s , he directed all kind of genres as drama as ¨Herida Luminosa¨ , Thriller as ¨Ricco¨ , adventures as ¨Son of Captain Blood¨, ¨First adventure¨ , Spy sub-genre as ¨¨Il Nostro Agente a Casablanca¨, ¨Dirty game in Panama¨ , ¨Misión Lisboa¨ , Giallo as ¨Coartada en Disco Rojo or Two faces or fear¨ and Horror as ¨Monstruos De Terror or Assignment Terror"" ¨",neutral,movie
95933,"This film was all over the place, but definitely has able to hold onto the eerie tone throughout the film. Some good and solid acting from the leads, but the film just didnt seem to make any sense. It was spooky, weird and strange but I think that's why I thought the film was pretty decent. Plus the lead also played Annie on 90210!!",neutral,movie
95965,"Joseph Langdon (John Ashley) is a traitorous, cowardly deviate running for his life in post WWII Philippines. He encounters Satan himself (prolific Filipino icon Vic Diaz), who promises that he will save Langdons' ass in exchange for becoming his disciple. Unfortunately, periodic transformations into a grotesque creature - and inevitable rampages of said creature - will be part of the bargain.If you've seen a lot of Filipino exploitation and genre cinema, you've seen the name of the writer / director often: Eddie Romero. Here Romero crafts a decent enough horror flick that manages to overcome the limitations of a (most likely) limited budget. It's certainly cheap looking, but it has much of the atmosphere common to Filipino horror of the 60s and 70s. Romeros' screenplay is also more interesting than the usual monster movie cranked out by the country during these decades. As you can see, it's got a touch of ""Faust"", combined with a werewolf tale and domestic drama, as Langdon / Philip Rogers tries to mend his relationship with his wife (sexy Mary Charlotte Wilcox). The effective music score is by Nestor Robles, the passable makeup effects by Tony Artieda.Ashley tries his best in a role more meaty (pardon the expression) than he usually played in these movies. Wilcox isn't that great, but is certainly pleasing to look at. Leopoldo Salcedo and Eddie Garcia (another guy who turned up frequently in these sorts of movies) are fine as investigating detectives, and Ken Metcalfe is alright as Rogers' brother Earl. Diaz has fun with the flashiest role in the picture (and has the best dialogue), but the best performance has to come from Andres Centenera (the warden in ""The Big Bird Cage""), who plays the helpful blind man.Fairly thoughtful, and reasonably entertaining, ""Beast of the Yellow Night"" has some good moments throughout.Six out of 10.",neutral,movie
